PPN;EPN;Jahr
92153313;;1680
92153275;;1680
92153267;;1680
92153259;;1680
92153240;;1680
92153232;;1680
92153224;;1680
92153216;;1680
92153208;;1680
92153194;;1680
92153178;;1680
09215316X;;1680
92120075;;1680
92119220;;1680
92110975;123164907;1680
92109292;234984511;1680
92061087;;1680
92054498;934606463;1680
92038212;123166233;1680
92037992;;1680
92036406;;1680
92036384;751349607;1680
92026192;12294612X;1680
91991870;119909840X;1680
91969921;;1680
91957303;137497040;1680
91942454;;1680
91928435;;1680
91928419;;1680
91928397;;1680
91928389;;1680
91928303;;1680
91791936;;1680
91791871;;1680
91791863;;1680
1445509814;;1679
1091705992;;1679
1030575096;1804756407;1679
892800534;;1679
618110917;;1679
609248308;;1679
600948811;;1679
595194060;;1679
582942098;;1679
549938036;;1679
549932143;;1679
537303790;223646059;1679
53726356X;;1679
537260838;;1679
536980616;;1679
536975698;;1679
536964513;;1679
536874980;;1679
536733228;1178075818;1679
536723281;1199463159;1679
536720126;1825601550;1679
536697205;1110656084;1679
536697140;1110559216;1679
536696764;1109363257;1679
53669379X;882786318;1679
536654328;;1679
536599807;;1679
536418799;14178718X;1679
53630890X;;1679
536299927;122687361;1679
536245673;;1679
536244022;;1679
536150036;;1679
53608047X;128558644;1679
536035296;;1679
536032564;;1679
536032262;;1679
536031711;127592180;1679
535956355;;1679
535928165;;1679
535892462;939196247;1679
535889828;124655483;1679
535889151;223641979;1679
535863217;122761111;1679
535809840;;1679
535808844;1268546321;1679
53580878X;1199465119;1679
535808763;;1679
535797249;142166650;1679
535796528;1175131407;1679
535662416;;1679
535618557;;1679
535618492;;1679
535614160;;1679
535614152;;1679
535614144;;1679
535420862;694014532;1679
535414447;694008281;1679
535387539;142124796;1679
535387172;215197496;1679
535384858;1199480762;1679
535384432;1199478962;1679
535372760;1219449407;1679
09900450X;922024138;1679
09896562X;1199465356;1679
92321763;;1679
92311083;1277791759;1679
92293565;1277791503;1679
92259065;223325333;1679
92246125;;1679
92235034;296431079;1679
92234461;119948038X;1679
92213650;;1679
92109535;1219999415;1679
92014836;;1679
91992060;;1679
91984246;344516008;1679
91957435;230423868;1679
91952816;;1679
91952700;;1679
91943957;;1679
91942470;;1679
91918847;;1679
09190756X;19544633X;1679
91803284;223642495;1679
91803276;124654843;1679
729286126;;1678
719948282;;1678
608766720;;1678
601326059;;1678
549915761;;1678
549915354;;1678
537321853;;1678
537133178;;1678
537051368;;1678
537049797;;1678
537042202;;1678
537032754;246265221;1678
536950865;;1678
536869812;123165962;1678
536736456;142391913;1678
536733198;1178059855;1678
536703515;142391921;1678
536699232;124371396;1678
536692106;87638369X;1678
536472750;;1678
536308896;;1678
536246858;;1678
536227063;122975901;1678
535967063;122765761;1678
535959567;1112079564;1678
535890869;947776281;1678
535890052;940622068;1678
535888163;;1678
535832478;;1678
535815271;152574484;1678
535808720;;1678
535782454;127594140;1678
535767781;;1678
535737343;896469697;1678
535695756;;1678
535624654;;1678
535623518;;1678
535606850;;1678
99003619;127598383;1678
98998501;122946146;1678
98966898;127623183;1678
92337325;;1678
92332358;;1678
92311172;;1678
92308783;;1678
92287743;;1678
09227384X;;1678
92260500;;1678
92219667;1224883837;1678
92210007;;1678
92194958;124990592;1678
92185010;124625436;1678
92162568;;1678
92155596;;1678
92059228;1193576342;1678
92031978;124588182;1678
91983002;1218846127;1678
91972035;;1678
91958032;123172292;1678
91852285;1173962174;1678
1092686029;;1677
1047464160;1846000637;1677
1031310398;1808045068;1677
1031299998;1808023366;1677
1031289941;180799936X;1677
1031263586;180797605X;1677
1031177868;1806852616;1677
1031126503;1806246104;1677
1030942706;1805698842;1677
593720814;;1677
561312788;;1677
537340033;;1677
537262881;;1677
53724185X;;1677
537137734;883030411;1677
537042113;;1677
537001883;;1677
536737363;119258192X;1677
536737347;119261545X;1677
536736707;122807766;1677
536733171;124655610;1677
536692262;880054425;1677
536670749;;1677
536649715;;1677
536502544;921842007;1677
536497052;;1677
536487693;;1677
536264120;;1677
536242348;;1677
536174393;;1677
536079536;124655602;1677
536016224;59483239X;1677
535946473;;1677
535910010;124625533;1677
535893515;122793099;1677
535889798;124655637;1677
53588785X;;1677
535887825;;1677
535841779;223810592;1677
53583120X;123166373;1677
535808305;1226426298;1677
535748760;124382959;1677
535741375;134272412;1677
535741367;1176045369;1677
535413971;947194444;1677
535399839;229721532;1677
535388381;130741140;1677
535380879;;1677
535380119;1226501028;1677
98985698;123166241;1677
92323812;;1677
92305253;195618009;1677
92290817;;1677
92259782;;1677
92254195;721433936;1677
92251870;;1677
92245943;123166381;1677
92238777;1176042327;1677
92235409;127558799;1677
09223531X;;1677
92223974;380959348;1677
92212271;141770880;1677
92189237;123235871;1677
92184707;122975871;1677
92181279;174933967;1677
92161588;;1677
92129501;693465808;1677
92124623;122977688;1677
92119417;693922303;1677
09210987X;126854518X;1677
92079199;;1677
92025501;;1677
92013953;1362974447;1677
09199439X;1173961054;1677
91984270;1277792259;1677
91961246;947827978;1677
91911826;;1677
09188814X;;1677
848035674;;1676
786014504;;1676
60094879X;;1676
595194362;;1676
590046160;;1676
585639825;;1676
549944516;;1676
53734926X;;1676
537295801;223422320;1676
537270973;;1676
537261729;;1676
537242392;159178673;1676
53713770X;883030330;1676
537116516;;1676
537111441;;1676
536733155;1178057410;1676
536733139;1178056740;1676
536692238;880049073;1676
536670773;;1676
536670676;;1676
536668612;;1676
536649529;;1676
536599106;;1676
536505950;;1676
536502536;1179941217;1676
536287023;;1676
536125759;124124895;1676
53612082X;1179942248;1676
536068798;23033606X;1676
535957149;;1676
535947380;721548148;1676
535889968;124655629;1676
535889410;124655246;1676
535848463;;1676
535830777;224858114;1676
535830629;12401402X;1676
535822871;122808444;1676
535816308;122900545;1676
535815425;516234129;1676
535797729;1230252517;1676
535771150;;1676
535751168;;1676
535738153;16130706X;1676
535726783;;1676
535707649;122793749;1676
535682557;;1676
535652380;;1676
535601115;122898265;1676
535568290;;1676
535393385;223635049;1676
535385919;124484824;1676
535384408;225019280;1676
535382324;225019299;1676
535382316;225013371;1676
535382308;225214741;1676
535381905;1221109057;1676
535380267;1226522475;1676
535375549;122898168;1676
99006189;;1676
99003139;;1676
98965735;1178447774;1676
92320783;;1676
92317138;344513556;1676
92275443;12276109X;1676
92260543;;1676
92245722;1199468835;1676
92217060;516178733;1676
92214398;194617785;1676
92211372;;1676
92208673;124655580;1676
92202020;869643940;1676
92196012;;1676
92190715;;1676
92181597;160491959;1676
92174000;;1676
92131840;693877944;1676
92128513;693826258;1676
09211895X;174935579;1676
92110509;545307570;1676
92110398;124274587;1676
92090311;;1676
92049362;;1676
92039499;;1676
92016367;;1676
91981190;;1676
91852145;1226689469;1676
1109192061;;1675
1097578380;;1675
882562169;;1675
720119901;;1675
720119898;;1675
680208704;;1675
638651603;;1675
603837298;;1675
561428905;;1675
561428891;;1675
561428387;;1675
56142795X;;1675
549946594;;1675
549946578;;1675
54994656X;;1675
549946551;;1675
549944443;;1675
549944419;;1675
549931015;;1675
537318917;227020170;1675
537286748;;1675
537200142;;1675
537137831;;1675
537108521;;1675
53709752X;;1675
537037403;156272180;1675
537025200;262881918;1675
537025170;262978938;1675
537024581;140683291;1675
536984328;;1675
536889694;;1675
536888760;;1675
536830665;;1675
536737711;234994363;1675
536737215;13074171X;1675
536736308;122487935X;1675
536733090;1178054810;1675
536733082;1178054454;1675
536723044;130744395;1675
536702217;1169843166;1675
536699445;1161198660;1675
536696675;12268737X;1675
536693625;882679252;1675
536685495;;1675
536683263;;1675
536486328;;1675
536304475;;1675
536287155;;1675
536236348;;1675
536172080;;1675
536138869;;1675
536138850;;1675
536138842;;1675
536032122;;1675
535976070;71649065X;1675
535899807;859601137;1675
535887876;;1675
535887868;124655564;1675
535880510;229723411;1675
535880103;124655238;1675
535870531;;1675
535767021;;1675
535697694;;1675
53569184X;;1675
53569024X;;1675
535637586;;1675
535600569;123843057;1675
53560047X;;1675
535565925;;1675
535456344;122793560;1675
535411235;;1675
535411154;693761326;1675
53540431X;1230281495;1675
535403852;234928239;1675
535400225;230260616;1675
535397321;1256785172;1675
535397208;1256786217;1675
535397194;1256786403;1675
535387237;215202341;1675
535385862;1227185960;1675
535380178;1226506852;1675
92289428;;1675
92277772;123164761;1675
92249191;245633812;1675
92234046;;1675
92225292;12411346X;1675
92182593;134221729;1675
92181554;248706799;1675
09213081X;148706053;1675
92050077;;1675
92038190;;1675
09203683X;;1675
92015697;;1675
92007686;123164796;1675
91967449;;1675
91957850;;1675
91858984;940583976;1675
91852897;939063018;1675
884817520;;1674
880229349;;1674
856943045;;1674
846126095;;1674
821765353;;1674
781608481;;1674
781608465;;1674
772214778;;1674
726228311;;1674
63865159X;;1674
589180231;;1674
561427941;;1674
537284311;;1674
537267255;;1674
537149708;123085071;1674
536952922;;1674
536851816;;1674
536831521;123165547;1674
53673724X;1192134699;1674
536736693;122898370;1674
536732930;284015164;1674
53670466X;225171678;1674
536693617;882678566;1674
536693609;882676954;1674
536692718;752846264;1674
536638837;123667186;1674
536635609;;1674
536282951;;1674
536236275;;1674
536139504;146321626;1674
536067066;230370284;1674
535951914;471548936;1674
535928041;1178835111;1674
535926642;;1674
535910215;938250485;1674
535879695;223511404;1674
535879687;223509973;1674
535879679;124655491;1674
535879202;1178835219;1674
535878966;124655734;1674
535762178;;1674
535723849;216332702;1674
535656009;;1674
535586302;119888844X;1674
535527632;122977661;1674
535516630;122977645;1674
535441738;275689565;1674
535411146;730469182;1674
53540929X;940578867;1674
535407386;939078678;1674
535400438;230371515;1674
535400292;230266665;1674
535399731;229520103;1674
53539716X;1256786950;1674
535397119;125678740X;1674
535397089;1256787965;1674
535388314;146278801;1674
535386788;199142270;1674
535382944;1175156981;1674
535382936;1175155519;1674
535380097;1226495257;1674
99000253;;1674
92257585;123165466;1674
92235026;229580300;1674
92214371;;1674
92214363;344510069;1674
92214355;344511057;1674
92187900;344508609;1674
09218751X;127597875;1674
92170218;247584843;1674
92167535;123375339;1674
92157971;;1674
92140637;122905946;1674
92110967;230264174;1674
09205563X;;1674
92044298;247594733;1674
92001653;247638366;1674
91948975;;1674
1030575673;1804757918;1673
864195265;;1673
81438322X;;1673
779018060;;1673
777450151;;1673
722379447;;1673
68643322X;;1673
68402912X;;1673
638651581;;1673
631213139;;1673
583847064;;1673
537336451;;1673
537300236;;1673
537299653;;1673
537269835;;1673
537260870;;1673
537073930;;1673
537034633;;1673
536911770;;1673
536822999;;1673
536803773;;1673
536738122;1224947525;1673
536732906;1178049558;1673
536732884;1178048942;1673
536732876;1178048497;1673
53673285X;1178047016;1673
53671262X;137183178;1673
536699216;1157741495;1673
536699208;1157740987;1673
536699100;229738834;1673
536693587;882675893;1673
536649790;;1673
536599734;;1673
536549257;;1673
536533466;;1673
536509867;1175306819;1673
536430594;;1673
536413770;14174961X;1673
536410674;;1673
536294860;;1673
536240957;;1673
536230684;161468497;1673
536027390;;1673
535927940;;1673
535927843;1178834808;1673
535911408;1192575229;1673
535908156;124334717;1673
535822847;122811291;1673
535813872;122647599X;1673
535800584;;1673
535734948;142292788;1673
535721218;;1673
535699344;142193461;1673
535642105;;1673
535638981;;1673
535586280;122793811;1673
535544391;;1673
535445695;;1673
535409273;940557967;1673
535409249;940556618;1673
535407408;939120518;1673
535399901;229745792;1673
535399898;229743293;1673
53539988X;229741401;1673
535399863;229724922;1673
535388365;310262208;1673
535388292;1192572777;1673
535386796;19913894X;1673
535378173;1175249718;1673
535374356;1226177751;1673
98973665;;1673
98973657;;1673
98973649;;1673
92334245;;1673
92332064;;1673
92318207;;1673
92313035;1157740359;1673
92311849;;1673
92290442;130749044;1673
92268129;;1673
92241085;;1673
92238866;938631683;1673
92231527;1226716024;1673
92214339;124113435;1673
92115934;261216694;1673
92019455;160583527;1673
92016685;215020235;1673
09200332X;1235757684;1673
91984157;127610383;1673
91974682;;1673
09192538X;;1673
91902355;;1673
1484624351;;1672
1030575746;1804758345;1672
1025124065;1797990764;1672
821324829;;1672
795376081;;1672
772214816;;1672
772214808;;1672
772214794;;1672
750436018;;1672
684786141;;1672
684786133;;1672
684786125;;1672
684786087;;1672
684786060;;1672
684786052;;1672
627493629;;1672
572731620;;1672
561421048;;1672
537072063;;1672
537057935;143025090;1672
536951314;;1672
536870446;;1672
536870365;;1672
536870292;;1672
536827826;;1672
536736405;14234592X;1672
536732809;1178044874;1672
536703507;1171608969;1672
536695105;898444160;1672
536691916;874822084;1672
536643652;;1672
536628769;284065080;1672
536497060;141744049;1672
536463271;123166578;1672
536263906;;1672
536231907;127593179;1672
536119546;122901487;1672
536081603;947112677;1672
536080313;;1672
536053944;146320743;1672
53604953X;;1672
536045321;;1672
53602636X;;1672
535960786;1168256259;1672
535908164;123651379;1672
535907427;124942970;1672
535906897;124096638;1672
535880456;1178834557;1672
535798393;;1672
535732368;;1672
535683979;;1672
53564521X;;1672
535618530;;1672
535520425;252680413;1672
535440677;124942881;1672
535409222;940556057;1672
535404298;1168257204;1672
535399243;235649821;1672
535389442;218823460;1672
535380860;124039146;1672
535373031;146672437;1672
535372914;146274024;1672
98979264;;1672
92336868;;1672
92317553;142345946;1672
92308775;;1672
92253598;141789158;1672
92231063;1235502910;1672
92214606;124782493;1672
92214312;;1672
92208231;1227235313;1672
92208231;122927869;1672
92198937;;1672
92190308;123579732;1672
92190308;123579740;1672
92169503;127600116;1672
92111211;240383532;1672
92111211;225168227;1672
92109721;142389943;1672
92109721;142389935;1672
92059465;123603293;1672
09205921X;1193580145;1672
92039049;;1672
92029671;123831261;1672
92029671;231350724;1672
92029671;231350732;1672
92015719;;1672
92011047;146320727;1672
92011047;146320719;1672
92011047;146320735;1672
92010741;14627993X;1672
92010741;146279948;1672
92001645;247640611;1672
92001645;24764062X;1672
91964733;;1672
91852471;123842840;1672
91852471;231366043;1672
1469978164;;1671
1103308548;;1671
1091245290;;1671
881136395;;1671
881136379;;1671
684786036;;1671
566497484;;1671
549952993;;1671
537304150;223704563;1671
537303782;223645907;1671
537296980;223479128;1671
53729578X;223421405;1671
53716801X;;1671
537049215;;1671
537046070;;1671
536853851;;1671
53683069X;123842425;1671
536815704;;1671
536808759;;1671
53679037X;;1671
536736189;1168258189;1671
536733821;1168258677;1671
536731500;1178042030;1671
536720029;;1671
536691924;875433529;1671
536690723;867821493;1671
53662884X;284005479;1671
536628831;284004766;1671
536533237;227966694;1671
536530548;1168259673;1671
536493707;223360694;1671
536449090;130742473;1671
536289972;;1671
536257388;;1671
536251339;;1671
536150044;225165775;1671
536023603;124648290;1671
535908091;694029963;1671
535880448;124655815;1671
53586129X;;1671
535824009;;1671
535782276;190601795;1671
535761791;;1671
535754140;124745318;1671
535740026;;1671
535642032;;1671
535433360;738166200;1671
535433352;738162922;1671
535433344;738160873;1671
535433328;737382651;1671
53543331X;737382430;1671
535433301;737230290;1671
535381964;1221105833;1671
535373260;;1671
99000237;1168259061;1671
99000237;1168259134;1671
98993941;;1671
98975986;123127505;1671
98974750;;1671
98967215;;1671
92332234;140819827;1671
92330584;;1671
92246869;;1671
92231799;122761081;1671
92204198;223677663;1671
92204198;223749575;1671
92199763;12433718X;1671
92199763;124337198;1671
92170196;;1671
92165575;;1671
92114253;275981614;1671
92095593;;1671
92057314;882673505;1671
92057314;882673513;1671
92005152;;1671
91985641;;1671
91974739;262729377;1671
91946697;;1671
91936586;;1671
91859034;;1671
91852137;146683099;1671
91852137;146683080;1671
91852137;146683102;1671
1445478390;;1670
78846650X;;1670
77739362X;;1670
740148265;;1670
638651565;;1670
638651557;;1670
549909664;;1670
537297286;223542865;1670
537272089;;1670
537249753;;1670
536904375;;1670
536731462;117803268X;1670
536693579;882672770;1670
536693560;882671413;1670
536628823;28400409X;1670
536628815;284003085;1670
536628807;284001651;1670
536628793;284000388;1670
536628785;283999241;1670
536567514;;1670
536500622;122898826;1670
536341397;;1670
536286639;;1670
536270740;1168264758;1670
536120552;;1670
535878958;123736080;1670
535833423;123399785;1670
535833423;752601024;1670
535722915;;1670
535655460;;1670
535655452;;1670
535655444;;1670
535648677;;1670
535627882;143232819;1670
535608047;;1670
535544928;;1670
535538170;;1670
535455321;122793919;1670
535409168;940545829;1670
535409133;940544288;1670
535394527;224707167;1670
535389426;768815592;1670
99024721;;1670
99007460;;1670
99001268;;1670
99001225;;1670
98969986;124036597;1670
92282350;263387801;1670
92275273;266565670;1670
92245560;;1670
92230172;;1670
92224334;;1670
92214215;;1670
92214207;;1670
09220418X;;1670
09220029X;224853201;1670
92175295;;1670
92093310;;1670
92026052;1235451887;1670
91852749;195666712;1670
1105425967;;1669
1048651274;1847762654;1669
638651549;;1669
601326083;;1669
581167120;;1669
549912053;;1669
537303626;22360755X;1669
537260978;;1669
537046763;896507777;1669
537012419;146654765;1669
536963614;;1669
536963584;;1669
536963568;;1669
536963533;;1669
536958483;;1669
536947597;134265564;1669
536846952;124041248;1669
536812101;;1669
536812071;;1669
536746184;123602440;1669
53673660X;223665347;1669
53673660X;223665339;1669
536731454;1178031241;1669
53673142X;1178030806;1669
536691835;874817641;1669
536643253;;1669
536609004;122975839;1669
53653148X;1227253710;1669
536515204;1168265142;1669
536512264;;1669
536493650;1218917970;1669
536421838;;1669
536292558;;1669
536160759;;1669
536041679;843866624;1669
535927797;1193401704;1669
535849885;;1669
535753764;1235418049;1669
535753497;123541759X;1669
535753411;124942962;1669
535731833;123486831;1669
535731809;1168267269;1669
535549253;;1669
535454791;12279477X;1669
535454783;122794745;1669
535444818;;1669
535409125;940543613;1669
535394268;223535648;1669
53539425X;223541303;1669
535388160;21629102X;1669
53538291X;1175154741;1669
98974858;12316480X;1669
98974858;123164818;1669
92337708;;1669
92310524;123166055;1669
92310524;123166063;1669
92280382;223639885;1669
92280382;223639346;1669
92253164;1168265916;1669
92253164;1168265932;1669
09225313X;1168266629;1669
92252508;247599298;1669
92252508;1168892554;1669
92252508;282993924;1669
92246303;1146316585;1669
92203868;134261224;1669
92195733;123166209;1669
92195733;134600304;1669
92019927;;1669
91999715;1184706794;1669
91983983;;1669
91971179;123929458;1669
91971179;231445253;1669
91971179;284087882;1669
91948525;;1669
91948509;;1669
91948495;;1669
91948479;;1669
91948061;;1669
91874858;943288428;1669
91858909;938267426;1669
91778816;;1669
893891118;;1668
884335356;1673723276;1668
847494810;;1668
778206947;;1668
778206939;;1668
778206920;;1668
778206912;;1668
778206890;;1668
742700119;;1668
737553847;;1668
73327532X;;1668
65571782X;;1668
561440921;;1668
561312915;;1668
537322248;;1668
537303901;223647055;1668
537249079;;1668
537197885;;1668
536779732;;1668
536774676;;1668
536736634;1224893913;1668
536733767;1168268818;1668
536733414;148725198;1668
536731306;1178024490;1668
536731292;1178012751;1668
536693544;882670794;1668
536692599;882273337;1668
536590435;;1668
536435588;123829003;1668
536160333;;1668
536135118;;1668
536096945;152589988;1668
535946201;;1668
535910584;242140920;1668
535846681;1193402026;1668
535833385;1178012085;1668
53580833X;721461093;1668
53575406X;124191517;1668
535713835;152586415;1668
535713800;242144349;1668
535713789;242138063;1668
535713762;242135242;1668
535713754;152589287;1668
535713738;152587365;1668
535713703;24213274X;1668
535713673;156415321;1668
535713665;152597441;1668
535713649;223776726;1668
535713606;15259762X;1668
535713576;152590382;1668
535713541;152587942;1668
535713517;152590552;1668
535713509;174937504;1668
535713460;152590633;1668
53571341X;242116698;1668
535713371;223754285;1668
535713339;24211931X;1668
535713312;152590242;1668
535713274;152587209;1668
53571324X;152590102;1668
535713215;152597786;1668
535706944;242121411;1668
535601433;;1668
535583788;;1668
535557620;161503128;1668
53555737X;134746600;1668
535557299;247645176;1668
535479107;124113516;1668
535454775;122794710;1668
535454775;122794729;1668
535454767;122794680;1668
535454767;122794699;1668
535454759;122794656;1668
535454759;122794664;1668
535454740;122794621;1668
535454740;12279463X;1668
535454732;122794591;1668
535454732;122794605;1668
535454724;122794567;1668
535454724;122794575;1668
535454716;122794532;1668
535454716;122794540;1668
535454708;122794508;1668
535454708;122794516;1668
535454694;122794478;1668
535454694;122794486;1668
535454686;122794443;1668
535454686;122794451;1668
535454678;122794427;1668
535415192;947775234;1668
535397933;228142229;1668
535394330;223635367;1668
535394314;223375098;1668
535394314;223375101;1668
535394241;223469416;1668
535394241;223469408;1668
535394225;223469394;1668
535394225;223469386;1668
535394195;223469378;1668
535394195;22346936X;1668
535394187;223469351;1668
535394187;223469343;1668
535394179;223469335;1668
535394179;223469327;1668
535394152;223469319;1668
535394152;223469300;1668
535393806;223463280;1668
535393806;223463272;1668
535393792;223463264;1668
535393792;223463256;1668
535393784;22346323X;1668
535393784;223463221;1668
535393768;223463213;1668
535393768;223463205;1668
535393741;223463183;1668
535393741;223463175;1668
535393725;223463167;1668
535393725;223463159;1668
535393717;223463132;1668
535393717;223463124;1668
535393695;223438022;1668
535393644;223438014;1668
535393644;223438006;1668
535393636;223437999;1668
535393601;223437964;1668
535393601;223437956;1668
53539358X;223437948;1668
535393571;223437905;1668
535393571;223437891;1668
535393555;223437921;1668
535393555;223437913;1668
98988956;;1668
09898893X;;1668
98988921;;1668
92332862;;1668
09233234X;;1668
92239455;1154252930;1668
92236715;;1668
92223044;;1668
92222005;218853505;1668
92222005;284080306;1668
92222005;123829011;1668
92214592;294125744;1668
92214592;294127070;1668
92214177;344506916;1668
92212786;143186523;1668
92200338;181952068;1668
92200338;18195205X;1668
92195601;124276237;1668
92195601;721520332;1668
92195598;;1668
92195393;12382897X;1668
92195393;231439938;1668
92195393;284081248;1668
92180485;;1668
92164250;;1668
92162800;;1668
92128157;670143219;1668
92128157;670143200;1668
09211170X;1154979709;1668
92054528;;1668
92049370;;1668
92015506;917462270;1668
92015506;917462289;1668
92010717;1168269350;1668
91994373;23027644X;1668
91994373;1168893526;1668
91983975;17527178X;1668
91983959;;1668
91983932;;1668
91979374;;1668
91977290;;1668
91971233;124277489;1668
91971233;72147487X;1668
91971047;12382902X;1668
91971047;721523773;1668
91971020;167376214X;1668
09196668X;;1668
91948460;;1668
91948444;;1668
91948436;;1668
91948401;;1668
91917530;;1668
91852412;218856733;1668
91852412;284018899;1668
1098726995;;1667
617112398;;1667
601867505;;1667
572727992;1459329791;1667
549913173;;1667
537303995;223670030;1667
537303960;223647721;1667
537297294;223545511;1667
537295038;223348112;1667
537263373;178571350;1667
537206426;122793986;1667
53720475X;;1667
537157700;;1667
537010076;148726062;1667
536982309;;1667
53695075X;;1667
536817154;124225756;1667
536765227;;1667
536733686;119340116X;1667
536731217;1178011275;1667
536697051;1110553617;1667
536697043;1110549822;1667
536693536;882670239;1667
536692289;880057637;1667
536692289;880057645;1667
53664294X;223330019;1667
536496412;160737834;1667
536489068;269504427;1667
536451737;;1667
536412677;;1667
536052026;142394068;1667
536004153;12381121X;1667
536004153;803058551;1667
535946171;149014791;1667
535946155;;1667
535922833;;1667
535913117;;1667
535912048;;1667
535901542;124991270;1667
535881665;;1667
535878486;124191525;1667
535842333;178833371;1667
535672225;124463843;1667
535633114;124989810;1667
535618417;;1667
535602898;;1667
535412762;694380466;1667
535412754;132186152;1667
535407726;938264559;1667
535393547;223819883;1667
535393520;223534188;1667
535390424;1227216300;1667
535388098;216065798;1667
535387334;215534670;1667
535379811;1226436099;1667
98985299;134187407;1667
98985299;1119934893;1667
98982028;123164893;1667
98981412;;1667
92332722;123811228;1667
92253016;14239405X;1667
92252982;232247323;1667
92230695;123828937;1667
92215084;116826989X;1667
92202624;127825363;1667
92146759;345758846;1667
92146333;;1667
92110460;124108954;1667
92110045;122793854;1667
92079245;223720941;1667
09207619X;;1667
92070566;269504419;1667
09201156X;123166934;1667
91984769;124625088;1667
91875676;;1667
838329799;;1666
82304534X;;1666
730087735;;1666
54991305X;;1666
53730410X;223687979;1666
537303669;223616443;1666
537295550;223379824;1666
537295526;223377910;1666
537295143;22335774X;1666
537259171;;1666
537239669;897040899;1666
537208739;143020897;1666
537159568;;1666
537124381;1429984937;1666
536981620;;1666
536929742;;1666
536880727;;1666
536876304;;1666
53683332X;;1666
536736162;152561722;1666
536717680;;1666
53670483X;1218911131;1666
536698732;157549437;1666
536697264;194467074;1666
536696616;768723221;1666
536694885;896997383;1666
53669267X;284013730;1666
536668043;;1666
536657394;;1666
536655758;;1666
536642176;;1666
53659449X;;1666
536591210;;1666
536522375;;1666
536500517;161236723;1666
536420734;;1666
53641355X;;1666
536349673;;1666
536324085;;1666
536244375;152583440;1666
536223262;124461999;1666
536109281;261922351;1666
53610560X;;1666
53608792X;17472280X;1666
536068518;14125470X;1666
536051518;152569456;1666
536037728;;1666
53599513X;59487064X;1666
53591685X;;1666
535900074;124028209;1666
535898924;124036619;1666
53587894X;123962226;1666
535854765;;1666
535854161;134240332;1666
535851820;1218909250;1666
535806876;123843219;1666
535780419;843863684;1666
535686129;;1666
535608233;123842964;1666
535601662;;1666
535520719;123811325;1666
535518498;1261189434;1666
535518455;1262886406;1666
535456042;1232550914;1666
535412029;;1666
535393431;224708872;1666
535392494;22337766X;1666
535388233;1168270642;1666
535388101;125008872;1666
535387490;21550383X;1666
535380763;1170149928;1666
535373317;843861878;1666
535373074;1225068207;1666
92327907;123843227;1666
92321909;;1666
92321844;;1666
92308953;157549429;1666
92294030;;1666
92260098;134223462;1666
92249817;;1666
09222377X;412172534;1666
92222692;1168904986;1666
92216919;1157592708;1666
92215785;134223438;1666
92215637;134587898;1666
92214533;683794426;1666
09221276X;123165350;1666
92195342;;1666
92195334;;1666
92129889;694114413;1666
92057578;123347327;1666
92027156;;1666
92026834;760750041;1666
92010555;152569448;1666
91993229;;1666
91915678;123831776;1666
91852242;116827110X;1666
1107207770;;1665
1106361202;;1665
1091727945;;1665
1029120498;1797813633;1665
102912048X;1797813552;1665
798016078;;1665
655175725;;1665
607229209;;1665
589179780;;1665
578291894;;1665
549925473;;1665
549925465;;1665
549910689;;1665
537303677;223619795;1665
537257586;;1665
537196579;;1665
53718788X;;1665
537099522;;1665
537057595;148623646;1665
537016295;;1665
536996482;125008880;1665
536995532;269516786;1665
536962154;;1665
536955921;142374342;1665
536893853;;1665
53673562X;;1665
536719950;;1665
536694575;895130750;1665
536693528;882669699;1665
53669351X;882624938;1665
536693501;88260323X;1665
536649685;;1665
536628718;284060321;1665
536621780;123736129;1665
536590192;;1665
536536961;;1665
536515557;160601797;1665
536515549;122898230;1665
536496382;269516778;1665
536496250;382667514;1665
53649620X;382710592;1665
536492603;;1665
536491631;;1665
536490309;;1665
536471185;;1665
536415919;;1665
536255989;;1665
536160236;123448972;1665
536021538;122793757;1665
53602152X;;1665
536021503;;1665
535967594;1719741239;1665
53596739X;12396377X;1665
535947399;134744799;1665
535946163;134281438;1665
535946139;;1665
53591671X;;1665
535780354;152555951;1665
535720327;;1665
535697422;160459524;1665
535649142;;1665
535624247;;1665
53562266X;124879993;1665
535595190;;1665
535589573;124885233;1665
535589565;1442486422;1665
535558694;122977637;1665
535556675;393858855;1665
535500343;123736110;1665
535478569;178578282;1665
535420439;683786172;1665
535387520;215563751;1665
535387296;142419958;1665
98999648;882601091;1665
98986341;412106663;1665
98982095;160583233;1665
98968572;;1665
09226056X;124033970;1665
92243908;;1665
92242979;;1665
92236286;1224942612;1665
92218318;124811906;1665
92204279;124989977;1665
92188591;;1665
92181600;382663640;1665
92147143;;1665
09212738X;695216295;1665
92080863;;1665
92033105;;1665
92029663;414940970;1665
92020143;123963753;1665
92007910;123158885;1665
92001939;;1665
91990726;123758955;1665
91986338;1157590772;1665
91961165;;1665
91922348;;1665
09191566X;123375290;1665
91915651;123831725;1665
91915635;;1665
91915619;123831687;1665
91915600;123831644;1665
91852129;1226623891;1665
1177567768;;1664
1029120358;;1664
781912172;;1664
77587230X;;1664
772219125;;1664
739829750;;1664
663397324;;1664
663393795;;1664
61244449X;;1664
607694319;;1664
585640300;;1664
585639795;;1664
