PPN;EPN;Jahr
777065010;;1595
568232119;;1595
568213203;;1595
568186389;124285953;1595
568120981;;1595
56812085X;;1595
567940225;;1595
567933210;;1595
567767442;;1595
567759083;;1595
567757897;;1595
56775328X;;1595
567735494;;1595
567713733;;1595
56770842X;;1595
567625974;;1595
567342255;;1595
567337901;;1595
567254968;;1595
567192830;;1595
784847355;;1594
568186265;;1594
568120892;;1594
568120876;;1594
568093798;;1594
568009746;;1594
567976653;;1594
567955451;234093862;1594
567955451;291822991;1594
567955451;291823009;1594
567955451;291823017;1594
567955451;291823025;1594
567776778;;1594
567763625;;1594
567763412;;1594
567757110;;1594
567741125;;1594
567703843;;1594
567608255;;1594
567586960;;1594
567586693;;1594
567586588;;1594
567537102;;1594
567465721;;1594
567465705;;1594
567465152;;1594
728628961;;1593
568236491;;1593
568221168;;1593
568186427;124287360;1593
568186370;;1593
568186311;;1593
56818629X;;1593
568186281;12428681X;1593
568186273;;1593
568133404;;1593
568131258;;1593
568073401;;1593
568014448;;1593
567983501;;1593
567885135;;1593
567779467;;1593
567758869;1288439148;1593
567757641;;1593
567725944;;1593
567696200;;1593
567690415;;1593
56768556X;;1593
567674231;;1593
567635627;;1593
567586537;;1593
567584844;;1593
567584275;;1593
567579565;;1593
567578917;;1593
567492044;;1593
567481638;;1593
784855331;;1592
568230000;123021634;1592
568230000;152061762;1592
568230000;152061770;1592
568230000;152061789;1592
568186478;;1592
568167724;;1592
568156137;;1592
568102460;;1592
568048628;;1592
568024680;;1592
567968391;;1592
567954641;;1592
567941698;;1592
567941671;;1592
56791223X;;1592
567770982;;1592
567757633;;1592
567744191;;1592
567734706;;1592
567732851;;1592
567697169;;1592
567653994;;1592
567615766;;1592
567607275;;1592
567596346;;1592
567569608;;1592
567555313;;1592
567506843;;1592
567425525;;1592
567403327;;1592
56733726X;123761794;1592
567261956;;1592
567239764;;1592
784845360;;1591
567934608;;1591
567874982;;1591
567866858;;1591
567800814;;1591
56773224X;;1591
567725960;;1591
567671054;;1591
567666379;;1591
567642534;;1591
567631125;;1591
567630773;;1591
567548104;;1591
567545849;;1591
567519236;;1591
56749814X;;1591
567327159;;1591
567322769;;1591
567232476;;1591
567184897;;1591
568085760;;1590
568084144;;1590
567960226;;1590
567865517;12441821X;1590
567865517;124418228;1590
567865517;124418236;1590
56778035X;;1590
567748995;1174629754;1590
567748995;1174629762;1590
567740242;;1590
567660346;;1590
567616584;;1590
567584526;;1590
567565084;;1590
567519023;;1590
567502791;;1590
567261050;;1590
567209423;;1590
568227026;;1589
568223128;;1589
568218140;122738861;1589
568217349;;1589
568216563;;1589
568115066;;1589
56809798X;;1589
567941728;124103022;1589
567941728;124103030;1589
567941728;124103049;1589
56794171X;124103057;1589
56794171X;124103065;1589
567941655;;1589
567655830;;1589
56757136X;;1589
567546349;123677270;1589
56747478X;123940044;1589
567412075;;1589
567332489;;1589
567289028;;1589
568231341;;1588
568133390;124019587;1588
568133390;124019595;1588
568102347;;1588
568069749;123289181;1588
568069749;12328919X;1588
568069749;123289203;1588
568069749;123289211;1588
56792016X;;1588
567882713;;1588
567805808;;1588
56780383X;;1588
567730328;;1588
567722694;;1588
567722589;;1588
567710610;;1588
567560244;;1588
567545822;;1588
567518205;;1588
567402851;;1588
567385094;;1588
567370089;;1588
567308138;;1588
567262545;;1588
567189341;;1588
56821417X;;1587
568176650;124580351;1587
568171543;;1587
568116720;;1587
568113721;;1587
567919374;;1587
567886786;;1587
567803082;;1587
567764680;;1587
567746216;;1587
56765186X;;1587
567640787;;1587
56758688X;;1587
567586669;;1587
567545814;;1587
567533166;;1587
56750123X;;1587
56748839X;;1587
567483029;;1587
567472205;;1587
567419649;;1587
784848823;;1586
784847924;;1586
568192990;;1586
568126300;;1586
568115074;;1586
568069811;;1586
568036336;123150302;1586
568036336;123150310;1586
568036336;130569178;1586
567891909;;1586
567890848;;1586
56789083X;;1586
567758877;;1586
56774860X;;1586
567643832;;1586
567643085;;1586
567575861;;1586
567548929;;1586
56754737X;;1586
567437108;;1586
567407527;;1586
567337022;;1586
56732706X;;1586
56720460X;;1586
558995918;;1586
78484979X;;1585
728626519;;1585
56818923X;;1585
568189221;;1585
568189213;;1585
568120973;;1585
568120965;;1585
568115090;;1585
568115058;;1585
568115015;;1585
568088719;;1585
568084284;;1585
568069013;;1585
567960323;30675925X;1585
567960323;306759683;1585
567960323;306759691;1585
567801373;;1585
567701670;;1585
567657477;;1585
567592618;;1585
567581144;;1585
567552926;;1585
567542157;;1585
567280268;;1585
567277577;;1585
567184943;;1585
728630915;;1584
72862219X;;1584
568171527;;1584
568120868;123599490;1584
568120868;123599504;1584
568120868;138368716;1584
568115104;;1584
568114965;;1584
568085876;;1584
568060547;;1584
567929213;;1584
567889882;;1584
567870146;;1584
567593711;;1584
567593703;;1584
567576760;;1584
567492788;;1584
567453960;;1584
567240231;;1584
56718532X;;1584
568229231;;1583
56811504X;;1583
568115023;;1583
568114957;;1583
568038193;;1583
568038185;;1583
568035100;;1583
567982696;12377053X;1583
567982696;123770548;1583
567982696;123770556;1583
567982696;123770564;1583
567982696;123770572;1583
567883221;;1583
567883051;;1583
567586685;;1583
567585484;;1583
567583910;;1583
567410390;;1583
567327043;;1583
567277844;;1583
784848386;;1582
568223357;;1582
568133889;;1582
56812099X;123405572;1582
568115120;;1582
568115082;;1582
568114981;;1582
568086775;;1582
568085809;;1582
568069862;;1582
568069838;;1582
567934594;123930626;1582
567934594;123930634;1582
567890821;;1582
567791289;12268821X;1582
567753123;;1582
567723887;;1582
567628590;;1582
567586316;;1582
567465748;;1582
56743897X;;1582
567216128;;1582
568171489;;1581
568167619;;1581
56815326X;;1581
56811499X;;1581
568107101;;1581
568097971;;1581
568080149;;1581
56807792X;;1581
568060377;;1581
568057570;;1581
568009797;;1581
567883183;;1581
567868206;;1581
567804380;;1581
567738906;;1581
567738361;;1581
567687856;;1581
567664988;;1581
567563804;;1581
567375609;;1581
567189619;;1581
567189511;;1581
778490807;;1580
568186451;;1580
568135563;;1580
568116410;;1580
568115112;;1580
568114973;1174578319;1580
568039130;;1580
567968979;;1580
567960242;;1580
567889548;;1580
567888274;;1580
567872920;;1580
567784495;;1580
567766764;;1580
567746623;1174580712;1580
567710084;;1580
567651258;;1580
567606570;;1580
567605566;;1580
567552772;;1580
567545806;;1580
567531414;;1580
567465446;;1580
56745181X;;1580
567415597;;1580
567391213;238064964;1580
56725383X;;1580
567190803;;1580
1439980535;;1579
610003321;;1579
568239245;;1579
568227972;;1579
568197631;;1579
568186192;;1579
568120884;;1579
568080130;;1579
568038649;;1579
568009193;;1579
568004892;;1579
567960331;;1579
567911918;;1579
567910792;;1579
567769356;;1579
567740226;;1579
567687627;;1579
567660184;;1579
56755273X;;1579
567444775;;1579
567399516;;1579
567315339;;1579
56727506X;;1579
568211014;;1578
568200152;;1578
568056124;;1578
568012690;;1578
567960315;;1578
567932958;;1578
567891895;;1578
567882993;;1578
567875970;122688384;1578
567875970;122688392;1578
567770540;;1578
56773966X;;1578
567545776;;1578
56751899X;;1578
567374300;;1578
777838796;;1577
610002104;;1577
568228960;;1577
568171470;;1577
568171438;;1577
568148916;;1577
568134133;;1577
568133951;;1577
568120841;;1577
568015037;;1577
567952355;;1577
567788075;122887557;1577
567631915;;1577
567527573;;1577
567518981;;1577
567295087;;1577
567192601;;1577
568225775;;1576
56821319X;;1576
568167600;;1576
568153723;;1576
567887529;;1576
56772901X;;1576
567681467;;1576
567540634;;1576
567518973;;1576
567381064;;1576
567284697;;1576
567282376;125023294;1576
567282376;313584605;1576
567210235;;1576
610003356;;1575
568013441;;1575
567934586;;1575
567890791;;1575
567800601;;1575
567770575;;1575
567544850;;1575
567528545;;1575
568165640;124104991;1574
568165632;;1574
568156056;;1574
568119061;124787711;1574
568102436;;1574
568084179;;1574
568061160;123304415;1574
567937070;123450454;1574
567883213;;1574
567767477;;1574
567680134;;1574
567531007;;1574
567334600;;1574
567192679;;1574
872005674;;1573
56823913X;;1573
568235592;;1573
568171454;;1573
568089383;;1573
568083113;234089687;1573
568083113;234089695;1573
568039378;;1573
568038630;;1573
568032403;;1573
567883094;;1573
567868354;;1573
567771008;;1573
567736024;;1573
567700763;;1573
56767973X;;1573
567605337;;1573
567603946;;1573
567552640;;1573
567387453;;1573
56737761X;;1573
568228014;;1572
568201116;;1572
568197003;;1572
568102428;;1572
568088999;;1572
567929124;;1572
567801357;150939124;1572
567777669;;1572
567774538;;1572
567757382;;1572
567680207;;1572
56754575X;;1572
567397998;;1572
567298329;;1572
567274586;;1572
567192644;;1572
784846707;;1571
567932966;123033586;1571
567932966;123033594;1571
567909964;;1571
567882802;;1571
567784428;;1571
567754219;;1571
567681327;;1571
567551482;;1571
567458318;;1571
567344215;;1571
567342999;;1571
56733323X;;1571
1009213237;;1570
795372507;;1570
610004921;;1570
568235355;;1570
568226259;;1570
568221702;;1570
568189280;;1570
568171446;;1570
568126319;;1570
568043723;;1570
568036964;125040067;1570
568000226;;1570
567972739;12413985X;1570
567972739;124139868;1570
567972739;124139876;1570
567972739;124139884;1570
567972739;124139892;1570
567972739;124139906;1570
567972739;124139914;1570
567934578;;1570
56792212X;;1570
567874974;;1570
567859762;187594945;1570
567859762;246022264;1570
567859762;246022272;1570
56785969X;18759371X;1570
56785969X;124594255;1570
56785969X;124594247;1570
567784959;181707020;1570
567753743;;1570
567747050;;1570
56774535X;;1570
567735109;;1570
567650324;;1570
567616967;276940725;1570
567545563;;1570
567537366;;1570
567436721;;1570
567193675;;1570
1101864028;;1569
784850976;;1569
728612437;;1569
568201108;;1569
56810241X;;1569
568084209;;1569
568076605;;1569
568064003;;1569
567890775;;1569
567883175;;1569
567796043;;1569
567762831;;1569
56775636X;;1569
567734021;;1569
56771117X;;1569
56771036X;;1569
567640752;;1569
56755838X;;1569
567534545;;1569
567484459;;1569
567405885;;1569
567398846;124149804;1569
567398846;124149812;1569
567322726;;1569
567292126;;1569
567275205;;1569
784850410;;1568
568183800;;1568
568152166;;1568
568102517;;1568
568083105;;1568
568076559;;1568
568064666;;1568
568032519;12306788X;1568
568000218;;1568
567945804;;1568
567936872;;1568
567882934;124646549;1568
567882934;124646557;1568
567864901;;1568
567859754;;1568
567859681;;1568
567777790;573442053;1568
567777790;123984211;1568
567691225;;1568
567548813;133902293;1568
567515281;;1568
567471020;;1568
567243958;;1568
728620316;;1567
610004700;;1567
56817142X;;1567
568050215;;1567
56803936X;;1567
567979695;;1567
567882918;;1567
567874966;;1567
567868699;;1567
567739422;;1567
567681440;;1567
567674991;;1567
567657841;;1567
567631761;;1567
567274950;;1567
728623730;;1566
568239113;;1566
568228340;;1566
568221834;;1566
568221745;;1566
567976408;1117465330;1566
567918246;;1566
567909956;141069457;1566
567877418;;1566
567800598;;1566
567729559;;1566
567728978;;1566
567723151;;1566
567676102;;1566
567643360;;1566
567630854;;1566
567518337;;1566
567464172;;1566
567271749;;1566
784858977;;1565
568158857;;1565
568102509;;1565
56793456X;;1565
567906930;;1565
56777676X;12338267X;1565
567776298;;1565
567674304;;1565
567572404;;1565
567552519;;1565
567535339;;1565
567529673;;1565
567471152;;1565
567466701;;1565
567451763;;1565
567444163;;1565
567434281;;1565
567336565;;1565
567312003;;1565
567285162;;1565
56727943X;;1565
56721057X;;1565
77815131X;;1564
568229177;122688201;1564
56816511X;;1564
568074440;;1564
568070127;;1564
567937933;;1564
567879003;;1564
567859584;;1564
567787117;123761662;1564
567780120;1573122521;1564
567754936;;1564
567753832;;1564
567731537;;1564
56772039X;;1564
567670899;;1564
567648990;;1564
567648834;;1564
567647978;;1564
567556425;;1564
567552470;;1564
567545741;;1564
567545733;;1564
567526372;;1564
56752454X;;1564
567498050;;1564
567427099;;1564
567418677;;1564
567310019;;1564
567255743;;1564
567220761;;1564
567216500;;1564
784847835;;1563
728620693;;1563
568231864;123225051;1563
568231864;12322506X;1563
568171403;;1563
56817139X;;1563
568100999;;1563
568069005;;1563
568064712;;1563
568039122;;1563
568038169;;1563
567942724;;1563
567916081;;1563
567890767;;1563
567886549;;1563
567870626;;1563
56780058X;;1563
567666018;;1563
567645215;;1563
567644758;;1563
567639673;;1563
567636771;;1563
567623297;;1563
56758514X;;1563
567577783;;1563
567545571;;1563
567543153;;1563
56750445X;;1563
567435423;;1563
567426912;;1563
567403408;;1563
567378764;;1563
567347605;;1563
567333396;;1563
56731006X;;1563
567277860;;1563
567265544;;1563
567259633;;1563
567246906;;1563
567230449;274196956;1563
567230449;122714997;1563
567230449;122715004;1563
567197026;;1563
568222814;;1562
568134729;122972805;1562
568134729;572708327;1562
568012437;;1562
567902196;;1562
567891216;;1562
567890759;;1562
567883116;;1562
567882977;;1562
567769259;;1562
567542289;;1562
567539709;;1562
56741342X;123042771;1562
567401715;;1562
567398250;;1562
78485095X;;1561
784849129;;1561
568213068;;1561
568171381;;1561
568157796;572817312;1561
568126491;123055180;1561
568114558;;1561
56810238X;;1561
56806982X;;1561
568063414;;1561
567949419;;1561
567893049;;1561
567883000;;1561
567863344;;1561
567779815;;1561
567722392;;1561
567718050;;1561
567716562;;1561
567687554;;1561
567523233;;1561
567506525;;1561
567473546;138390126;1561
567411745;;1561
567316408;320209210;1561
567316408;320209598;1561
568246926;;1560
568246365;;1560
568171365;;1560
568102495;;1560
568069846;123445264;1560
568069846;123445272;1560
568039114;;1560
568038150;131471325;1560
568036387;;1560
568036379;122920228;1560
567934551;;1560
567923533;;1560
567913627;;1560
567890570;;1560
567882926;;1560
567782549;;1560
567778649;;1560
567620700;;1560
567566404;170083527;1560
567566390;;1560
567552217;;1560
567545695;;1560
567539482;;1560
567437485;;1560
567220397;;1560
567217205;;1560
567191761;;1560
568228715;;1559
568217160;;1559
568171357;;1559
568155947;;1559
568043693;;1559
56804214X;;1559
568036352;;1559
568027825;;1559
567890740;;1559
567775895;;1559
56777239X;;1559
567752437;;1559
567634817;;1559
567588793;;1559
567564959;;1559
567521230;;1559
567521109;;1559
567516938;;1559
567483940;;1559
567390950;;1559
567370984;;1559
567325199;;1559
567194361;;1559
567192725;;1559
784850380;;1558
568237293;;1558
568235630;;1558
568216245;;1558
568102371;228022800;1558
56807968X;;1558
568069870;123444853;1558
568069781;;1558
568043685;;1558
568038592;;1558
568038347;;1558
568032047;;1558
568009673;;1558
567974693;;1558
567888533;;1558
567872904;;1558
567771369;;1558
567762246;;1558
567751988;;1558
567691667;;1558
567663434;122970640;1558
567545687;;1558
56744192X;123225043;1558
567423271;;1558
567416437;;1558
567390527;;1558
567303853;;1558
567257037;;1558
567199770;12357384X;1558
567199770;123573831;1558
568220846;274710218;1557
568220846;274710226;1557
567968251;122917316;1557
567968251;122917324;1557
567968251;1638600597;1557
567921182;;1557
567921174;;1557
567863336;;1557
567797651;;1557
567783812;;1557
567763781;;1557
567611965;;1557
567552144;;1557
567518892;;1557
567406512;;1557
567232697;;1557
567191400;;1557
568244095;;1556
568221095;;1556
568214331;;1556
568171349;;1556
568171330;;1556
568152514;;1556
568135636;124560008;1556
568102487;227761936;1556
568102363;;1556
567971945;;1556
567918238;;1556
567883272;;1556
567883167;;1556
567882985;;1556
567801985;664634087;1556
567781402;346126444;1556
567781402;127182357;1556
567781402;127182241;1556
567755568;;1556
567687333;;1556
567621162;;1556
567617947;;1556
567542734;346126452;1556
567518884;;1556
567509540;;1556
567502236;;1556
567437116;;1556
567433846;;1556
567290824;;1556
567255913;;1556
56724539X;;1556
567243346;;1556
784847363;;1555
568223705;;1555
568221699;;1555
568196481;;1555
56808019X;;1555
568073436;;1555
568039106;;1555
568038584;;1555
568036689;;1555
567967522;;1555
567934543;;1555
567924718;123304660;1555
567924718;123304679;1555
567886514;124465048;1555
567883248;;1555
567882861;;1555
567747875;;1555
567735311;;1555
567609022;;1555
567552101;;1555
567545679;;1555
567523578;;1555
567480119;;1555
567436179;;1555
567390918;;1555
567387089;;1555
567330788;;1555
567318346;;1555
567298647;;1555
567252361;;1555
567230724;;1555
567221822;;1555
567186482;;1555
784850968;;1554
568220048;;1554
568083032;;1554
568077067;;1554
568069803;123445256;1554
568043669;;1554
568039092;;1554
567907228;125019521;1554
567907228;15043166X;1554
567906469;;1554
567895548;;1554
567895106;1457755947;1554
56788323X;;1554
567883205;122714830;1554
567805859;;1554
567609510;;1554
567552063;;1554
567498018;;1554
567471535;;1554
56723648X;;1554
56720183X;;1554
568229762;;1553
568201159;;1553
568171322;;1553
568171314;;1553
568157001;;1553
568148789;124198279;1553
568148789;124198287;1553
568102355;;1553
568086899;;1553
568082052;123243890;1553
568082052;123243904;1553
568082052;123243912;1553
568082052;235544647;1553
568069854;123445116;1553
568069854;123445108;1553
568069773;123445183;1553
568069765;123445213;1553
568069765;123445221;1553
568069765;12344523X;1553
568069757;;1553
568068149;;1553
567993949;;1553
56799113X;;1553
567929035;;1553
567883159;124093701;1553
567883159;124093671;1553
567883159;12409368X;1553
567883159;124093698;1553
567883159;12409371X;1553
567785602;;1553
567785165;;1553
567744302;123275911;1553
567688682;;1553
567634337;;1553
567629813;;1553
567613275;122785304;1553
567552039;;1553
567445968;;1553
567393461;123225329;1553
567345858;;1553
567315630;;1553
567227324;;1553
568246632;;1552
568229916;;1552
568226526;;1552
568216237;;1552
568083083;;1552
568073355;;1552
568057163;;1552
567999076;;1552
567934535;;1552
567928802;;1552
567910873;;1552
567883078;;1552
567882799;;1552
567874486;;1552
567870588;12298529X;1552
567870588;122985303;1552
567804674;;1552
567621952;;1552
567489264;;1552
567463176;;1552
567437051;;1552
56738943X;;1552
567196917;;1552
568233506;;1551
568222199;;1551
568198298;;1551
568171306;;1551
568123883;;1551
568097831;;1551
568086880;;1551
568043650;;1551
568037057;;1551
568009665;;1551
567909948;;1551
567882969;;1551
567882888;;1551
567882780;;1551
567870618;;1551
56787060X;;1551
567790959;;1551
567777952;;1551
567775399;;1551
567770117;;1551
567737284;;1551
567730999;;1551
567720187;123225019;1551
56770615X;;1551
567637506;;1551
567625397;;1551
567612724;;1551
567572188;;1551
567565785;;1551
567480550;;1551
567472736;;1551
567423190;;1551
567403475;;1551
567398986;;1551
567392368;;1551
56728929X;;1551
567288323;;1551
567265811;;1551
1106716280;;1550
728620650;;1550
568155866;;1550
568125762;;1550
568069889;;1550
568069730;;1550
568049934;;1550
568037049;;1550
567959724;;1550
567932559;;1550
567928705;;1550
567924769;;1550
56790993X;;1550
567891178;;1550
567803945;;1550
567691853;;1550
567668487;;1550
567667804;;1550
567632415;;1550
56761266X;;1550
567551954;;1550
567551946;;1550
567521214;;1550
567413519;;1550
567406709;;1550
567391442;;1550
567281396;;1550
567270998;;1550
567212696;;1550
567199541;;1550
567194094;;1550
568228863;;1549
568215656;145774290X;1549
568080165;;1549
568039084;;1549
567914992;124872158;1549
567914992;12487214X;1549
567914992;471168211;1549
567914992;47116822X;1549
567902161;;1549
567883191;;1549
56787057X;;1549
567776352;;1549
567764745;;1549
567745597;;1549
567731928;;1549
567615804;;1549
567604195;;1549
56751885X;;1549
56742264X;;1549
567411613;;1549
567270750;;1549
567263487;;1549
567212262;;1549
784848378;;1548
568215486;;1548
568080181;;1548
568039076;;1548
568005570;;1548
567934527;;1548
567934519;;1548
567890716;;1548
567764796;;1548
567551903;;1548
567445720;;1548
567315851;;1548
568231716;;1547
568231090;275344363;1547
568231090;275344371;1547
568231090;27534438X;1547
568231090;275344398;1547
568231090;275344401;1547
568231090;27534441X;1547
567945227;;1547
567919315;;1547
567918203;;1547
567891585;;1547
567720640;;1547
567668835;123289726;1547
567593851;;1547
567530884;;1547
567521206;;1547
567275299;;1547
567217582;;1547
784851107;;1546
568229509;;1546
568167597;;1546
568155823;;1546
568043642;;1546
567882675;124025161;1546
567882675;12402517X;1546
567882675;124025188;1546
567882675;127960848;1546
567653234;;1546
567639436;;1546
567639037;;1546
567638065;;1546
567628159;;1546
567551849;;1546
567499227;;1546
567439135;;1546
567409732;;1546
567315347;;1546
567259714;;1546
567193217;;1546
728622327;;1545
568241886;;1545
568224000;;1545
568201132;;1545
568171268;;1545
568156994;;1545
568083024;;1545
568066863;;1545
568009657;;1545
567963152;;1545
567918211;;1545
567889904;;1545
567880818;;1545
567870596;124025331;1545
567870596;124025323;1545
567870596;124025358;1545
567870596;12402534X;1545
567870596;124025315;1545
567804119;;1545
567775410;;1545
567730603;124093604;1545
567606511;;1545
567545636;;1545
567521176;;1545
567365271;;1545
567303454;;1545
567274888;;1545
567228118;123485231;1545
728616459;;1544
56821594X;;1544
568189485;;1544
568115767;;1544
568094751;;1544
56806979X;;1544
568022416;;1544
567891151;;1544
567870545;;1544
567800571;124106226;1544
567800571;265243785;1544
567787060;;1544
567781887;;1544
567739791;;1544
567638456;;1544
567614840;;1544
56760795X;;1544
567551741;;1544
567495035;;1544
567483339;;1544
567480208;;1544
567225887;;1544
567193306;;1544
568225074;;1543
568218337;;1543
56821773X;;1543
568080122;;1543
568054865;;1543
567916553;;1543
567771164;;1543
567748057;;1543
56774776X;;1543
567566382;;1543
567356876;124417779;1543
567188906;;1543
568239407;;1542
568171241;;1542
568152670;;1542
568075145;;1542
568043626;;1542
567916545;124309305;1542
567916545;124309313;1542
567870537;;1542
567800563;;1542
567757536;;1542
567710637;;1542
567632768;;1542
567621235;;1542
567551717;;1542
567275523;;1542
567275507;;1542
567219089;;1542
568235223;;1541
568223292;;1541
568193067;;1541
568184211;;1541
56815777X;;1541
568157028;;1541
568093348;;1541
568083040;;1541
568080173;;1541
568010701;;1541
567963179;;1541
567882950;;1541
567766802;;1541
567763021;;1541
567713318;;1541
567654443;;1541
56754057X;;1541
567521184;;1541
567491803;;1541
567277895;;1541
568227247;;1540
568171225;;1540
568158717;;1540
568158709;;1540
567963128;;1540
567939103;;1540
567938999;;1540
567863964;;1540
567732150;;1540
56760490X;;1540
567568083;;1540
567344681;;1540
567275132;;1540
567244105;;1540
567219801;;1540
568189892;;1539
567939111;122702972;1539
567906353;;1539
567765229;;1539
567764974;;1539
567764605;;1539
567727637;;1539
567678601;;1539
567545598;;1539
567339556;;1539
567319555;;1539
567217531;26523381X;1539
567209849;;1539
109191950X;;1538
56822941X;;1538
568100719;;1538
568097947;;1538
568086872;;1538
567963047;;1538
567922162;;1538
567883019;;1538
567759776;;1538
567753085;;1538
567741753;;1538
567739856;;1538
567611698;;1538
567602567;;1538
56732558X;;1538
567313999;;1538
567311473;12270276X;1538
567310124;;1538
567279030;;1538
56821465X;;1537
568155750;;1537
568073444;;1537
568049195;225858428;1537
568030060;;1537
567973034;;1537
567963012;;1537
567963004;;1537
567620557;;1537
567578747;;1537
567556670;;1537
567553760;;1537
567481697;;1537
567407225;;1537
567243133;;1537
795542860;;1536
568225821;;1536
568155742;;1536
568133277;;1536
568056108;123695368;1536
567963195;;1536
567785327;;1536
567782816;;1536
567781380;;1536
567769348;;1536
567748790;;1536
567667421;;1536
567638855;;1536
567588424;;1536
567585506;;1536
56755161X;;1536
567501116;;1536
567275418;;1536
56720491X;;1536
728616475;;1535
568229185;;1535
568209826;;1535
568086864;;1535
568040511;;1535
567963144;;1535
567890686;;1535
567797937;;1535
567712710;;1535
567683125;;1535
567656411;;1535
567559300;;1535
567551601;;1535
567302466;;1535
567296733;;1535
567286541;;1535
567272702;;1535
568155726;;1534
568139224;;1534
568043618;;1534
568010876;;1534
567963187;;1534
567867838;;1534
567867390;;1534
567773973;;1534
567761290;;1534
567521192;;1534
567497690;;1534
567448193;;1534
567238113;;1534
567196720;;1534
568229061;124138101;1533
568229061;12413811X;1533
56815570X;;1533
568124030;124366074;1533
568123905;124366155;1533
568104714;;1533
568101820;;1533
56796308X;;1533
567963063;;1533
567906884;;1533
56745780X;;1533
56745231X;;1533
567202925;;1533
567196836;;1533
568155696;;1532
568066669;;1532
56804360X;;1532
56791982X;;1532
567909360;;1532
567762459;;1532
567739783;;1532
567603407;;1532
567462501;;1532
567427919;;1532
567293610;;1532
567268063;;1532
567211606;;1532
568214765;;1531
56815701X;;1531
568033620;;1531
567963160;;1531
567963039;;1531
567906892;;1531
567773906;;1531
567480291;;1531
567444880;;1531
567368246;;1531
567298183;;1531
567296547;;1531
56728865X;;1531
567214222;;1531
567202445;;1531
567192059;;1531
567192040;;1531
567191974;;1531
56719194X;;1531
567191931;;1531
567191907;;1531
567191893;;1531
567191885;;1531
567191826;;1531
567187004;;1531
568246659;;1530
56815567X;;1530
568038215;;1530
567919811;;1530
567765679;;1530
567716538;;1530
567627306;;1530
567499146;;1530
567445224;;1530
567262839;132918153;1530
567192067;;1530
567192008;;1530
567191982;;1530
567191532;;1530
567187950;1713640589;1530
568215508;;1529
56804150X;;1529
567963136;;1529
567962997;;1529
567741974;;1529
567605388;;1529
567477991;;1529
567411443;;1529
567342565;;1529
567242218;;1529
1111025800;;1528
568155645;;1528
568080238;;1528
567896749;;1528
567891798;;1528
567791939;;1528
567363414;;1528
567246078;;1528
568184114;;1527
568049179;;1527
567782409;123309239;1527
567782409;123309247;1527
567587355;;1527
567562247;123962765;1527
567448126;;1527
61000249X;;1526
567963055;;1526
567924866;;1526
567328430;124503616;1526
567328430;124503624;1526
567328430;176081119;1526
567328422;;1526
567290506;;1526
567268209;;1526
568117956;;1525
56807131X;;1525
567962938;;1525
567945928;;1525
567562719;;1525
567312712;;1525
568049152;;1524
