PPN;EPN;VD;Jahr
317601229;;;1785
238883663;270286071;;1785
238882950;270283250;;1785
229681182;877793875;;1785
216365228;;;1785
191730718;124313094;;1785
172813859;1105515095;;1785
166823619;598097724;;1785
158787269;;;1785
150632339;123578167;;1785
150188269;123053536;;1785
146782801;;;1785
146530071;1257315293;;1785
143546295;;;1785
142510548;159622662;;1785
142510521;15960351X;;1785
141823607;;;1785
1450003974;;;1784
1135341737;;;1784
776272470;;;1784
776257293;;;1784
776257285;;;1784
776256300;;;1784
774921714;;;1784
732337747;;;1784
664784720;1257306081;;1784
454702620;;;1784
36146570X;;;1784
337388814;;;1784
336548788;;;1784
225115131;230689981;;1784
216365066;;;1784
167648780;475578872;;1784
167431536;;;1784
151519730;124594727;;1784
151326460;124371450;;1784
143557289;;;1784
142559644;247320919;;1784
14240487X;;;1784
13018103X;476962684;;1784
1489342257;;;1783
148902252X;;;1783
114926165X;;;1783
1137668296;;;1783
1134429436;;;1783
1123529329;;;1783
1090797656;;;1783
1012596931;;;1783
1012588777;;;1783
1012557952;;;1783
1012557944;;;1783
876180489;;;1783
866891412;;;1783
833734547;;;1783
833681206;;;1783
776281658;;;1783
776272462;;;1783
776272454;;;1783
776272446;;;1783
776272438;;;1783
776257277;;;1783
776256319;;;1783
776256297;;;1783
776233408;;;1783
775006300;;;1783
774984732;;;1783
77497320X;;;1783
774947144;;;1783
774772530;;;1783
683725548;;;1783
683709143;;;1783
614084962;1105339068;;1783
601898575;938076957;;1783
543755819;834432285;;1783
479640432;;;1783
419873201;;;1783
267660995;;;1783
250224380;;;1783
249217368;;;1783
214035662;852915144;;1783
190874465;169191745;;1783
15105231X;124053440;;1783
147602696;;;1783
146531264;;;1783
143657623;169255840;;1783
143444891;;;1783
138050694;;;1783
13726786X;229853765;;1783
130181021;476962560;;1783
058185704;80267481X;;1783
1489778683;;;1782
110956029X;;;1782
1088106072;;;1782
1012598691;;;1782
1012588769;;;1782
1012588750;;;1782
1012557936;;;1782
1005181063;;;1782
885091191;;;1782
884893766;;;1782
776306456;;;1782
776278975;;;1782
776278967;;;1782
77627242X;;;1782
776272411;;;1782
776272403;;;1782
77627239X;;;1782
776257269;;;1782
776257250;;;1782
776257242;;;1782
77504394X;;;1782
775026689;;;1782
732285089;;;1782
558851444;86109557X;;1782
456447776;;;1782
337435464;;;1782
324435606;94715728X;;1782
31342330X;;;1782
253902096;;;1782
212948105;;;1782
151582939;1219971340;;1782
150865821;123839793;;1782
150703392;123661196;;1782
150551207;1233396439;;1782
14675736X;124234801;;1782
14369006X;;;1782
143624083;;;1782
142778451;1228740070;;1782
14123766X;276490460;;1782
1096977206;;;1781
1091485453;;;1781
776272381;;;1781
776272373;;;1781
776272365;;;1781
776257234;;;1781
776233394;;;1781
776233386;;;1781
775019380;;;1781
774938900;;;1781
732259541;122721195;;1781
717754545;;;1781
683586939;;;1781
620351829;143040332;;1781
614229111;1105384381;;1781
613837398;1104670763;;1781
613836146;1104666251;;1781
613828453;1104640139;;1781
454816669;;;1781
427768772;;;1781
327261641;;;1781
322071097;;;1781
309032717;1170772978;;1781
269671870;;;1781
230832830;;;1781
172380154;137272057;;1781
150927924;123908981;;1781
150259077;123138892;;1781
147754968;;;1781
138441901;1220467766;;1781
1392448751;;;1780
1140960156;;;1780
1140730630;;;1780
1131009088;;;1780
1106553306;;;1780
1105649415;;;1780
110390261X;;;1780
1103582054;;;1780
109381313X;;;1780
107795140X;;;1780
1077951396;;;1780
1012576558;;;1780
101250834X;;;1780
876183194;;;1780
866867481;;;1780
847709280;;;1780
833771809;;;1780
833771795;;;1780
833765965;;;1780
833738607;;;1780
833738461;;;1780
833731076;;;1780
833702610;;;1780
776261266;;;1780
776257226;;;1780
774984740;;;1780
732273153;;;1780
732261074;;;1780
717754235;;;1780
617368198;1111752540;;1780
613724178;110459868X;;1780
613720776;110458722X;;1780
477132073;;;1780
449583872;;;1780
343926369;;;1780
343925885;;;1780
343822318;;;1780
251572633;;;1780
251572552;;;1780
233875085;802655491;;1780
215739469;;;1780
192060937;173317510;;1780
182427994;;;1780
179994735;188793186;;1780
153122889;;;1780
151859256;125009704;;1780
151858705;125009062;;1780
151582947;124663869;;1780
151273332;1269466585;;1780
15007364X;122903056;;1780
147728290;122743245;;1780
147165482;;;1780
147165474;;;1780
146834194;;;1780
130178640;499741390;;1780
058162607;;;1780
1135356939;;;1779
113076009X;;;1779
1129203867;;;1779
1113669357;;;1779
107795137X;;;1779
884348059;;;1779
833771779;;;1779
833730916;;;1779
776257218;;;1779
77625720X;;;1779
776243896;;;1779
776231243;;;1779
776230204;;;1779
774914815;;;1779
774914254;;;1779
732326869;;;1779
732296145;;;1779
717753980;;;1779
683702424;;;1779
61360380X;1104358492;;1779
454817479;;;1779
269609865;;;1779
189680911;161445950;;1779
184198984;147689961;;1779
180639757;141282843;;1779
150932294;123913675;;1779
150654634;12360785X;;1779
146834186;;;1779
146834178;;;1779
143830163;;;1779
143588036;;;1779
1147364702;;;1778
1127942387;;;1778
111684365X;;;1778
1112789774;;;1778
1077951388;;;1778
1077951361;;;1778
1077951345;;;1778
1077951329;;;1778
1077951310;;;1778
1077951302;;;1778
1012509923;;;1778
866882855;;;1778
848402367;;;1778
833771787;;;1778
833771760;;;1778
833771752;;;1778
833771744;;;1778
833771736;;;1778
833771728;;;1778
83376697X;;;1778
776257196;;;1778
776257188;;;1778
776243888;;;1778
77624387X;;;1778
776240692;;;1778
776240684;;;1778
776231235;;;1778
776231227;;;1778
774981059;;;1778
774914246;;;1778
732348560;;;1778
732302722;;;1778
732293480;;;1778
717753107;;;1778
593222695;924075937;;1778
428458343;;;1778
385370334;;;1778
384018890;;;1778
325173141;;;1778
315623403;;;1778
31562258X;;;1778
26576503X;1186823658;;1778
237015013;265628008;;1778
150730977;123692741;;1778
130239232;507664493;;1778
12984635X;501861416;;1778
058141391;1173280790;;1778
1116262711;;;1777
848369017;;;1777
77625717X;;;1777
776231219;;;1777
776231200;;;1777
774999667;;;1777
774997001;;;1777
774993545;;;1777
732301718;818624507;;1777
613209435;1103607618;;1777
613156307;1103495593;;1777
599609524;934319545;;1777
575021888;1111859531;;1777
550007962;847183629;;1777
550007555;847182231;;1777
550007377;84718157X;;1777
479642346;;;1777
337414513;;;1777
315932473;;;1777
266417310;;;1777
254945821;;;1777
235329193;;;1777
158786947;;;1777
151582963;124663893;;1777
151282099;124321658;;1777
150982313;123972647;;1777
150885148;123862256;;1777
150865805;123839777;;1777
150703546;123661358;;1777
14863916X;147794951;;1777
14352285X;;;1777
133911640;237969173;;1777
058564284;;;1777
1489654534;;;1776
1120743176;;;1776
1113724706;;;1776
110390311X;;;1776
1103896180;;;1776
1012521621;;;1776
885559622;;;1776
829217002;;;1776
776261258;;;1776
776257161;;;1776
776240676;;;1776
776230190;;;1776
77500975X;;;1776
77495163X;;;1776
774949198;;;1776
732273137;125010001;;1776
683664573;;;1776
683642847;;;1776
65606661X;1103439855;;1776
62661323X;1268755184;;1776
613719468;1107226058;;1776
613147596;1103462911;;1776
613138902;1103433091;;1776
538504943;828918082;;1776
405078463;;;1776
337380708;;;1776
302490175;947144145;;1776
250003260;;;1776
238902307;270368566;;1776
216678358;217344208;;1776
150833806;123804353;;1776
150186975;123052076;;1776
15018073X;123044480;;1776
1116173204;;;1775
1115328050;;;1775
1100815678;;;1775
1026929008;;;1775
776257153;;;1775
776231197;;;1775
775039675;;;1775
732299772;;;1775
683651102;;;1775
613039440;1103352504;;1775
613034767;1107141133;;1775
599634626;934414904;;1775
213041405;;;1775
21304126X;;;1775
193127938;;;1775
189476397;;;1775
18588606X;;;1775
151614024;124699499;;1775
151582890;124663796;;1775
150865791;123839769;;1775
139815732;;;1775
135983118;;;1775
135978564;;;1775
058144099;;;1775
058142819;;;1775
1513228250;;;1774
1489735186;;;1774
1097837386;;;1774
1012605582;;;1774
1012593703;;;1774
1012568822;;;1774
1012568814;;;1774
1012568806;;;1774
847755576;;;1774
842134549;;;1774
833693204;;;1774
776304275;;;1774
776304267;;;1774
776304259;;;1774
776304240;;;1774
776304232;;;1774
776304224;;;1774
776304216;;;1774
776304208;;;1774
776304194;;;1774
776304186;;;1774
776304178;;;1774
77630416X;;;1774
776257145;;;1774
776240668;;;1774
776231189;;;1774
776231170;;;1774
776230182;;;1774
775043095;;;1774
775006548;;;1774
613133854;1103413228;;1774
613126246;1103387952;;1774
613026594;1103308149;;1774
456335412;;;1774
456001859;;;1774
454815832;;;1774
445323493;1103316982;;1774
409621552;1272877728;;1774
407319557;1103320254;;1774
372170684;;;1774
317664239;;;1774
31293078X;;;1774
25390644X;;;1774
249521806;;;1774
225419076;231438001;;1774
221424687;1669713997;;1774
218584156;218998813;;1774
216086868;;;1774
182472183;14397825X;;1774
147778778;;;1774
144590689;147774209;;1774
058211616;;;1774
1137668156;;;1773
1121817106;;;1773
1121602428;;;1773
1110519702;;;1773
110861373X;;;1773
1042088004;;;1773
102075513X;;;1773
1005188416;;;1773
846587882;;;1773
77624065X;;;1773
776231162;;;1773
776231154;;;1773
776230174;;;1773
774984724;;;1773
732313619;;;1773
732313074;;;1773
683709135;;;1773
634485679;1179421590;;1773
618277145;1113139528;;1773
613126971;1103567888;;1773
448970511;;;1773
250106698;;;1773
246610360;;;1773
230688837;;;1773
227838785;;;1773
218584032;218998422;;1773
216090016;;;1773
181965488;;;1773
151582904;124663818;;1773
151356068;124405061;;1773
151273901;124312764;;1773
151026793;124024831;;1773
150885113;1103382039;;1773
150241399;12311781X;;1773
150241380;123117801;;1773
150186959;12305205X;;1773
143660667;;;1773
135187605;;;1773
065848918;;;1773
058394796;867605928;;1773
1120670551;;;1772
1100390138;;;1772
1096333538;;;1772
1012517578;;;1772
866674411;;;1772
848394445;;;1772
823999564;;;1772
77626124X;;;1772
776240641;;;1772
776231146;;;1772
776230166;;;1772
774953047;;;1772
774906545;;;1772
771217552;;;1772
683592882;;;1772
612819027;1102737291;;1772
612817946;1102733830;;1772
612813037;1102717509;;1772
334019028;;;1772
323439861;;;1772
267765363;1179342682;;1772
244238502;;;1772
227850424;237615290;;1772
189708433;;;1772
151582912;124663826;;1772
150703538;12366134X;;1772
15024133X;123117747;;1772
147778786;;;1772
146757653;173872417;;1772
145562239;;;1772
143602683;1548869619;;1772
142886289;1175779458;;1772
142762350;124744303;;1772
130725927;339333480;;1772
020992602;;;1772
1129555747;;;1771
1123984301;;;1771
1086490673;;;1771
1020753994;;;1771
848379756;;;1771
833783998;;;1771
776240633;;;1771
776231138;;;1771
77623112X;;;1771
776230158;;;1771
683686402;;;1771
683566628;;;1771
612807401;1102695874;;1771
612805298;1102688703;;1771
612804690;1103582437;;1771
454815689;;;1771
448311267;806849185;;1771
416354432;;;1771
35225758X;;;1771
343843226;;;1771
244238723;;;1771
244238413;;;1771
238790231;1173279881;;1771
211872989;124312845;;1771
189766026;;;1771
189326670;225428687;;1771
184670330;148711499;;1771
18421436X;147764572;;1771
151582882;124663788;;1771
150676506;123631688;;1771
147196728;;;1771
146527267;;;1771
058230084;;;1771
1489742808;;;1770
1469013401;;;1770
113365987X;;;1770
1123985472;;;1770
1115790447;;;1770
1095512722;;;1770
1090959230;;;1770
1090786778;;;1770
102001976X;;;1770
1012564096;;;1770
848397517;;;1770
848390830;;;1770
847762270;;;1770
833724568;;;1770
776261231;;;1770
776261223;;;1770
776240625;;;1770
776231111;;;1770
776231103;;;1770
77623014X;;;1770
775031348;;;1770
775009946;;;1770
774925965;;;1770
732334780;;;1770
732300665;;;1770
683576348;;;1770
615845673;1108419682;;1770
612803813;1102684244;;1770
608248347;946675732;;1770
528496298;818553693;;1770
454190921;;;1770
373200706;1216207690;;1770
331441608;;;1770
319520633;;;1770
228088399;238529819;;1770
227854276;;;1770
227854020;;;1770
225422107;231450753;;1770
151582955;124663885;;1770
151273758;124312608;;1770
151273723;124312578;;1770
150210612;123081688;;1770
146814215;185765505;;1770
139699619;;;1770
13491533X;;;1770
129846317;502642807;;1770
020520409;;;1770
1487128630;;;1769
1124199594;;;1769
1103545965;;;1769
1101084685;;;1769
1093269189;;;1769
109281423X;;;1769
833753363;;;1769
833688529;;;1769
776240617;;;1769
77623109X;;;1769
776231081;;;1769
776230131;;;1769
775001937;;;1769
774975784;;;1769
774909803;;;1769
732318165;;;1769
68360578X;;;1769
683595253;;;1769
68358264X;;;1769
627242901;1164819054;;1769
615842194;1108409482;;1769
612781909;1102652903;;1769
608633089;947293655;;1769
608631868;947288260;;1769
599474866;933893175;;1769
599471190;933882564;;1769
595222994;;;1769
593210301;924029048;;1769
55879274X;;;1769
477820093;810942224;;1769
35239126X;;;1769
343844729;;;1769
267558368;1240420900;;1769
231882998;;;1769
225108712;230659977;;1769
215150171;321621727;;1769
184215765;14777005X;;1769
183069420;145512339;;1769
183063368;145454428;;1769
181342154;142370541;;1769
162236662;;;1769
15442305X;;;1769
154422908;;;1769
151595747;124678238;;1769
151273707;124312551;;1769
151262802;124300421;;1769
150630522;123576156;;1769
143750372;;;1769
140708340;123661331;;1769
066936594;;;1769
1505958458;;;1768
1487127863;;;1768
134740886X;;;1768
1118547640;;;1768
1092858520;;;1768
1012524485;;;1768
876182759;;;1768
866801189;;;1768
833753355;;;1768
776231073;;;1768
776231065;;;1768
776230123;;;1768
687824427;;;1768
683581716;;;1768
627243142;1102516791;;1768
612757382;1102569186;;1768
612751066;1102548855;;1768
479711992;;;1768
454190867;;;1768
423221639;;;1768
352257164;;;1768
35225629X;;;1768
352253738;;;1768
267556861;;;1768
267556276;1102611182;;1768
248606263;295346752;;1768
236427350;263935566;;1768
23186602X;;;1768
225710420;;;1768
215150155;321621646;;1768
15179054X;124927068;;1768
151625085;124712436;;1768
151595755;124678246;;1768
151273928;124312780;;1768
150241259;123117658;;1768
150186932;123052033;;1768
14668978X;;;1768
144610191;;;1768
139699570;246967234;;1768
134751426;;;1768
1489380965;;;1767
148712676X;;;1767
1143414381;;;1767
1123052662;;;1767
1110042515;;;1767
1101234148;;;1767
109308359X;;;1767
1014081858;;;1767
872021408;;;1767
866876480;;;1767
848397509;;;1767
833753347;;;1767
833689150;;;1767
776303813;;;1767
776231057;;;1767
776230115;;;1767
775042919;;;1767
774922095;;;1767
683670751;124312772;;1767
683595881;;;1767
612645002;1102481610;;1767
593211065;924031298;;1767
389925179;;;1767
366448153;1163465356;;1767
352258004;;;1767
35225789X;;;1767
240888146;;;1767
231849826;;;1767
225109255;230662587;;1767
151915881;125102976;;1767
151578206;124658474;;1767
151295662;124336132;;1767
151295638;124336108;;1767
151023352;124021115;;1767
150893388;123871182;;1767
150877145;123852234;;1767
150027702;12284761X;;1767
145164985;12496351X;;1767
143488511;;;1767
142184373;;;1767
058285377;;;1767
1133658032;;;1766
1116473844;;;1766
1112279482;;;1766
1112277870;;;1766
1107050448;;;1766
1012583333;;;1766
866890076;;;1766
866890068;;;1766
848403568;;;1766
833733729;;;1766
833715690;;;1766
833704419;;;1766
774984481;;;1766
683636480;;;1766
683636472;;;1766
659026392;;;1766
479638896;1102428213;;1766
454817738;;;1766
454815824;;;1766
454190980;;;1766
453997287;;;1766
431925259;;;1766
418830894;;;1766
389925160;;;1766
327576278;;;1766
324581785;;;1766
324477600;;;1766
314142983;;;1766
267227205;;;1766
265360714;;;1766
231480490;;;1766
225419750;231441150;;1766
224912402;258701145;;1766
222797010;;;1766
151689415;124802710;;1766
146565061;94404798X;;1766
143477978;;;1766
134393104;;;1766
1489809325;;;1765
148941374X;;;1765
1135342709;;;1765
1128573636;;;1765
110662114X;;;1765
1104957655;;;1765
1047104156;;;1765
1041105010;;;1765
1012599310;;;1765
1012599302;;;1765
88266929X;;;1765
878857567;;;1765
848402359;;;1765
848397533;;;1765
84838055X;;;1765
848359941;;;1765
833701657;;;1765
776333844;;;1765
776296914;;;1765
776296906;;;1765
776296892;;;1765
775038660;;;1765
775004340;;;1765
683702394;;;1765
478697244;;;1765
454815581;;;1765
335173225;12431273X;;1765
332609367;;;1765
327122617;;;1765
324526091;;;1765
321493001;;;1765
30241357X;;;1765
270109714;;;1765
268731640;338756841;;1765
235395005;;;1765
181617234;;;1765
158787625;;;1765
151564221;124643612;;1765
151295611;124336086;;1765
151274037;124312934;;1765
151273685;124312535;;1765
147695171;125102968;;1765
14456078X;;;1765
1489355278;;;1764
1391604989;;;1764
1133315720;;;1764
1104806967;;;1764
1102318310;;;1764
1101358920;;;1764
1101228946;;;1764
1096333651;;;1764
1093934840;;;1764
1086362802;;;1764
1049127447;;;1764
103111713X;;;1764
1024478785;;;1764
1012518558;;;1764
866679146;;;1764
848395956;;;1764
833697684;;;1764
833690779;;;1764
732266890;;;1764
732255376;;;1764
683697315;;;1764
683611313;;;1764
601691105;937551821;;1764
59305041X;92397721X;;1764
387820140;;;1764
332607275;1183535732;;1764
319720624;802358934;;1764
317780166;814447538;;1764
314632786;;;1764
304916412;368880710;;1764
267475403;1243080906;;1764
252258592;;;1764
234754990;1243082380;;1764
232193401;1268568953;;1764
211720925;188753974;;1764
191443018;170812324;;1764
181341840;142369446;;1764
181340313;142363715;;1764
169404609;498823687;;1764
151295646;124336116;;1764
15129562X;124336094;;1764
151009449;124003796;;1764
150425821;123331897;;1764
146601262;171205049;;1764
143568140;1186707607;;1764
136239919;124312926;;1764
135121574;;;1764
1489390626;;;1763
1489371443;;;1763
1489112790;;;1763
1120007364;;;1763
1120005337;;;1763
1097828638;;;1763
1012521613;;;1763
775001929;;;1763
774990287;;;1763
774964065;;;1763
683662376;;;1763
68366235X;;;1763
683588397;;;1763
596229496;929014901;;1763
596228287;929011171;;1763
379344882;;;1763
327122013;;;1763
322486823;94715468X;;1763
319843033;;;1763
317730304;1100829067;;1763
26747170X;1216884218;;1763
267470266;1241093334;;1763
244122822;;;1763
225417332;231429266;;1763
216087120;1272992799;;1763
214908895;;;1763
211877727;189120711;;1763
198104790;821424238;;1763
193582171;176771891;;1763
181815737;;;1763
163995753;;;1763
151479194;1217901094;;1763
151479151;1216498954;;1763
151273804;124312659;;1763
151093288;126752653X;;1763
151093229;1267531053;;1763
150128673;122970527;;1763
150128622;122970470;;1763
14772841X;142335622;;1763
147228395;;;1763
145154882;;;1763
143755757;;;1763
134302117;1242500634;;1763
1489381058;;;1762
1147061076;;;1762
1123797420;;;1762
109164795X;;;1762
1089437781;;;1762
1012545202;;;1762
84840422X;;;1762
848360117;;;1762
833675338;;;1762
827063253;;;1762
775015946;;;1762
732348536;;;1762
73231738X;;;1762
732259908;122861493;;1762
593055179;924002069;;1762
593054849;923999612;;1762
530042762;821479768;;1762
497879239;;;1762
456335307;1161143688;;1762
337556334;1186203366;;1762
314066748;;;1762
311075053;1116628570;;1762
267470126;;;1762
24524347X;286727714;;1762
244122709;;;1762
244122695;;;1762
243997744;;;1762
225416344;231425678;;1762
21862073X;219102031;;1762
214980723;1100797114;;1762
214980286;124312624;;1762
191263729;170306984;;1762
180561154;189097620;;1762
151479178;1217264485;;1762
15147916X;1111581290;;1762
151479143;1175112917;;1762
151295654;124336124;;1762
151009430;124003788;;1762
150128657;122970500;;1762
146519256;24914736X;;1762
058243046;374385467;;1762
1489359443;;;1761
1353698963;;;1761
1353698947;;;1761
1132702305;;;1761
1131249283;;;1761
881171093;;;1761
881171085;;;1761
878857788;;;1761
848402340;;;1761
775014222;;;1761
774975415;;;1761
774964073;;;1761
68369569X;947946799;;1761
604066511;940405083;;1761
431925313;;;1761
419871896;;;1761
327741783;124397816;;1761
327741422;1185351035;;1761
324242034;;;1761
319681629;1100765476;;1761
319525317;;;1761
309778018;;;1761
266409822;;;1761
266409008;;;1761
266408737;;;1761
233611177;;;1761
227833651;;;1761
212564900;;;1761
18969873X;;;1761
181112175;142337390;;1761
165961163;559244975;;1761
15716358X;;;1761
151273766;124312616;;1761
150241364;123117771;;1761
058142703;301245509;;1761
1489643141;;;1760
1489114564;;;1760
111227720X;;;1760
1102398519;;;1760
1101359862;;;1760
1090371942;;;1760
1090239432;;;1760
898456991;;;1760
848385268;;;1760
848379918;;;1760
833679031;;;1760
774939176;;;1760
774899638;;;1760
683636464;;;1760
683600648;;;1760
683596446;;;1760
68357308X;;;1760
62505105X;1157780024;;1760
56632167X;87433151X;;1760
431990492;;;1760
333017404;1194507719;;1760
332602141;827878796;;1760
323767125;;;1760
321495780;;;1760
319691209;1100745785;;1760
319686744;1100748970;;1760
319684415;1183125739;;1760
319681319;;;1760
243491018;;;1760
243257333;;;1760
184206200;147723779;;1760
15272544X;;;1760
151030839;124029566;;1760
151009171;124003524;;1760
150947755;123931703;;1760
150867115;123841267;;1760
150484305;123396743;;1760
150180713;123044456;;1760
148639089;148659888;;1760
147728363;;;1760
145059596;;;1760
143800175;;;1760
143771884;1268072605;;1760
143568515;;;1760
043892000;;;1760
1489119426;;;1759
1122920334;;;1759
1120008484;;;1759
1101360925;;;1759
1098312171;;;1759
1019360402;;;1759
101251868X;;;1759
1005184755;;;1759
893517720;;;1759
881167940;;;1759
846924013;;;1759
771207727;;;1759
73796085X;;;1759
683662384;;;1759
648817512;;;1759
647640406;;;1759
608412120;;;1759
599717637;934483434;;1759
597600325;93047497X;;1759
597599785;930473140;;1759
593052501;923985867;;1759
454191014;;;1759
450170810;124029493;;1759
373982895;;;1759
325576297;;;1759
321491068;;;1759
318463377;;;1759
307353109;;;1759
269807462;341957410;;1759
232327580;249384973;;1759
224912372;258700793;;1759
184663806;148681557;;1759
177031778;140488774;;1759
151865361;12501810X;;1759
151395675;124449921;;1759
151274088;124312985;;1759
151273782;1187649864;;1759
151273731;;;1759
151009295;124003648;;1759
150894104;123871980;;1759
150180721;123044472;;1759
147485223;124336167;;1759
144521946;1220086045;;1759
143696890;;;1759
058335196;;;1759
1489366016;;;1758
1096993376;;;1758
